ind,CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Is_UK
1082,13826.0,158,2,81,179.55,89.775,10,1.8,3,13,1
1083,13827.0,57,3,138,409.8,136.6,83,0.945054945054945,4,11,1
1084,13828.0,22,1,311,209.49,209.49,15,0.0,3,16,1
1085,13831.0,16,6,743,2198.45,366.4083333333333,58,4.971830985915493,0,13,1
1086,13832.0,17,2,25,40.949999999999996,20.474999999999998,3,0.6666666666666666,6,15,1
1087,13833.0,159,1,117,383.85,383.85,28,0.0,6,13,1
1088,13835.0,25,4,442,834.57,208.6425,48,3.5185185185185186,6,15,1
1089,13837.0,211,2,182,266.59000000000003,133.29500000000002,17,6.235294117647059,3,12,1
1090,13838.0,5,4,254,674.82,168.705,144,2.2195121951219514,6,10,1
1091,13842.0,58,9,1768,3385.62,376.18,155,1.502439024390244,2,10,1
1092,13844.0,11,1,196,361.62,361.62,20,0.0,0,13,1
1093,13845.0,64,1,182,312.98,312.98,9,0.0,3,8,1
1094,13846.0,24,4,383,847.61,211.9025,56,5.894736842105263,1,16,1
1095,13848.0,92,3,3700,1255.0,418.3333333333333,3,68.5,1,10,1
1096,13849.0,51,2,1016,1537.95,768.975,97,1.19,2,10,1
1097,13850.0,88,2,941,1586.81,793.405,93,0.44086021505376344,1,14,1
1098,13851.0,95,3,1705,2651.46,883.82,77,2.4125,2,14,1
1099,13853.0,8,2,304,1056.94,528.47,23,2.130434782608696,3,14,1
1100,13854.0,8,29,2278,8025.0199999999995,276.72482758620686,39,3.15929203539823,3,11,1
1101,13856.0,168,5,484,363.4,72.67999999999999,10,2.1875,4,13,1
1102,13858.0,57,1,75,216.17,216.17,11,0.0,3,16,1
1103,13859.0,326,1,129,201.16,201.16,27,0.0,0,16,1
1104,13860.0,1,6,589,1240.0,206.66666666666666,58,1.118421052631579,2,9,1
1105,13862.0,18,10,1682,2187.31,218.731,97,2.226950354609929,1,14,1
1106,13863.0,245,2,219,299.56,149.78,20,0.09523809523809523,2,10,1
1107,13865.0,58,4,204,501.56,125.39,26,7.9655172413793105,2,8,1
1108,13866.0,74,1,57,145.67000000000002,145.67000000000002,7,0.0,0,14,1
1109,13867.0,31,3,501,1005.09,335.03000000000003,51,3.169491525423729,0,12,1
1110,13868.0,7,2,1964,3192.54,1596.27,32,0.96875,1,12,1
1111,13869.0,123,4,1709,3083.65,770.9125,234,0.7722772277227723,0,13,1
1112,13870.0,2,10,1320,2751.25,275.125,91,2.4358974358974357,4,9,1
1113,13871.0,22,14,2801,6389.8,456.4142857142857,155,0.8486646884272997,3,12,1
1114,13873.0,119,4,138,381.7,95.425,21,8.26086956521739,3,9,1
1115,13874.0,358,1,180,540.45,540.45,18,0.0,3,18,1
1116,13875.0,53,5,1316,1786.79,357.358,79,2.407766990291262,4,9,1
1117,13876.0,63,1,36,122.7,122.7,7,0.0,4,10,1
1118,13877.0,86,1,108,117.24,117.24,3,0.0,2,15,1
1119,13878.0,54,1,463,1271.57,1271.57,35,0.0,6,12,1
1120,13880.0,21,13,1842,3219.77,247.67461538461538,125,2.1097560975609757,1,14,1
1121,13881.0,3,22,10062,16989.52,772.2509090909091,72,1.7206703910614525,1,10,1
1122,13882.0,2,6,950,1131.28,188.54666666666665,54,0.9538461538461539,3,12,1
1123,13883.0,1,9,1369,2542.25,282.47222222222223,109,2.1241830065359477,3,10,1
1124,13884.0,7,6,297,781.3000000000001,130.21666666666667,45,4.677966101694915,6,13,1
1125,13885.0,189,2,182,506.8,253.4,28,0.4074074074074074,0,8,1
1126,13886.0,71,1,126,243.56,243.56,16,0.0,3,13,1
1127,13887.0,204,1,147,349.55,349.55,19,0.0,3,17,1
1128,13888.0,119,2,254,595.67,297.835,38,2.6052631578947367,4,10,1
1129,13889.0,92,1,146,416.90000000000003,416.90000000000003,15,0.0,3,9,1
1130,13890.0,1,14,826,1860.8600000000001,132.91857142857143,74,3.15929203539823,3,9,1
1131,13892.0,26,4,983,632.97,158.2425,26,8.461538461538462,3,16,1
1132,13893.0,297,1,190,821.1,821.1,21,0.0,1,11,1
1133,13894.0,22,5,339,535.97,107.194,25,9.931034482758621,2,9,1
1134,13895.0,21,5,1364,2588.12,517.624,97,1.2118644067796611,1,11,1
1135,13897.0,50,1,200,311.16,311.16,17,0.0,3,14,1
1136,13898.0,325,1,133,155.93,155.93,12,0.0,1,10,1
1137,13899.0,16,2,156,388.52,194.26,19,14.333333333333334,3,9,1
1138,13900.0,183,3,430,740.95,246.98333333333335,42,1.880952380952381,1,12,1
1139,13901.0,72,5,1739,2867.2,573.4399999999999,144,1.662162162162162,0,12,1
1140,13904.0,37,2,332,332.64,166.32,24,10.28,4,11,1
1141,13908.0,79,5,1469,2297.05,459.41,103,1.5887096774193548,2,11,1
1142,13911.0,57,9,2731,2580.91,286.7677777777778,120,1.7074829931972788,4,10,1
1143,13914.0,3,3,379,613.95,204.65,28,1.0,0,10,1
1144,13917.0,49,2,228,272.04,136.02,16,8.352941176470589,4,9,1
1145,13918.0,49,2,1140,1212.8400000000001,606.4200000000001,30,7.0344827586206895,4,12,1
1146,13919.0,53,3,435,314.15999999999997,104.71999999999998,23,2.2666666666666666,2,10,0
1147,13922.0,351,1,93,172.25,172.25,7,0.0,3,10,1
1148,13923.0,53,1,185,351.13,351.13,20,0.0,0,12,1
1149,13924.0,1,11,1532,1682.08,152.91636363636363,91,0.5220588235294118,2,15,1
1150,13925.0,36,6,327,616.65,102.77499999999999,28,2.227272727272727,3,12,1
1151,13926.0,23,1,104,223.85000000000002,223.85000000000002,11,0.0,2,13,1
1152,13927.0,74,1,214,348.99,348.99,21,0.0,0,12,1
1153,13928.0,10,4,129,464.57,116.1425,23,4.730769230769231,1,12,1
1154,13929.0,169,3,139,802.85,267.6166666666667,8,17.444444444444443,3,15,1
1155,13930.0,57,2,274,337.34,168.67,15,4.9375,1,11,1
1156,13931.0,85,3,721,1230.93,410.31,56,3.3620689655172415,0,10,1
1157,13932.0,294,1,72,307.4,307.4,16,0.0,4,12,1
1158,13933.0,109,2,205,608.7900000000001,304.39500000000004,23,1.7727272727272727,3,13,1
1159,13934.0,263,1,390,922.1,922.1,31,0.0,0,8,1
1160,13936.0,171,2,324,361.28,180.64,26,0.3076923076923077,0,8,1
1161,13937.0,169,1,123,158.85,158.85,9,0.0,3,16,1
1162,13938.0,35,1,70,71.66,71.66,7,0.0,4,14,1
1163,13939.0,23,4,843,556.75,139.1875,43,6.4,1,11,1
1164,13940.0,17,4,516,839.14,209.785,39,2.6458333333333335,0,16,1
1165,13941.0,21,7,2307,4912.41,701.7728571428571,24,7.630434782608695,1,9,1
1166,13946.0,79,3,443,561.5699999999999,187.18999999999997,11,18.8,6,12,1
1167,13947.0,65,1,44,90.6,90.6,5,0.0,2,14,1
1168,13948.0,360,1,40,102.0,102.0,3,0.0,1,10,1
1169,13949.0,2,6,2474,2427.32,404.55333333333334,124,0.5786163522012578,2,11,1
1170,13950.0,11,5,320,713.56,142.712,32,6.911764705882353,1,14,1
1171,13951.0,176,3,459,674.45,224.8166666666667,38,3.1052631578947367,6,13,1
1172,13952.0,211,3,1424,3246.09,1082.03,119,0.19852941176470587,4,9,1
1173,13953.0,7,7,2724,3515.68,502.23999999999995,8,18.157894736842106,1,10,1
1174,13954.0,1,3,141,378.59,126.19666666666666,24,2.3793103448275863,3,10,1
1175,13955.0,154,2,154,322.96,161.48,33,4.71875,4,17,1
1176,13956.0,5,5,486,1019.27,203.85399999999998,123,1.821917808219178,6,16,1
1177,13958.0,372,1,-23,-102.45,-102.45,5,0.0,3,17,1
1178,13959.0,79,3,355,594.04,198.01333333333332,79,3.1797752808988764,2,15,1
1179,13960.0,21,2,142,230.22,115.11,11,4.545454545454546,4,15,1
1180,13962.0,21,2,87,169.55,84.775,11,22.4,4,11,1
1181,13963.0,308,4,460,664.54,166.135,35,1.7352941176470589,1,11,1
1182,13967.0,145,1,42,80.7,80.7,2,0.0,6,12,1
1183,13969.0,7,20,4469,8956.92,447.846,334,0.5728,3,15,1
1184,13971.0,8,11,1818,2702.2200000000003,245.65636363636366,118,1.7643312101910829,0,12,1
1185,13972.0,70,2,187,190.25,95.125,15,9.357142857142858,6,11,1
1186,13973.0,287,1,109,264.7,264.7,11,0.0,4,15,1
1187,13974.0,49,1,249,413.59000000000003,413.59000000000003,28,0.0,4,14,1
1188,13975.0,31,7,1690,2438.19,348.3128571428571,240,0.7424242424242424,1,13,1
1189,13976.0,206,1,154,357.98,357.98,10,0.0,1,9,1
1190,13978.0,14,2,315,196.79000000000002,98.39500000000001,14,2.2142857142857144,1,15,1
1191,13979.0,73,1,639,869.87,869.87,54,0.0,1,13,1
1192,13980.0,60,1,172,200.14,200.14,11,0.0,0,13,1
1193,13982.0,39,5,1132,1861.11,372.222,72,2.8596491228070176,0,13,1
1194,13983.0,29,13,1170,2590.46,199.26615384615386,91,3.036036036036036,0,14,1
1195,13984.0,26,6,271,488.03,81.33833333333332,14,21.25,2,15,1
1196,13985.0,4,16,3437,7024.53,439.033125,108,0.7428571428571429,2,13,1
1197,13986.0,17,1,430,320.46,320.46,12,0.0,1,15,1
1198,13988.0,19,9,3025,4098.8,455.4222222222222,188,0.9873949579831933,2,10,1
1199,13989.0,65,2,1313,1266.08,633.04,33,4.35,3,15,1
1200,13990.0,213,1,190,311.3,311.3,16,0.0,1,15,1
1201,13991.0,12,7,992,846.54,120.9342857142857,57,1.5975609756097562,6,13,1
1202,13992.0,30,1,64,76.8,76.8,5,0.0,2,15,1
1203,13993.0,32,12,891,3394.66,282.8883333333333,65,2.4227642276422765,2,12,1
1204,13994.0,3,6,932,2274.14,379.0233333333333,122,0.9863945578231292,0,15,1
1205,13995.0,15,6,867,1383.49,230.58166666666668,55,2.6744186046511627,3,8,1
1206,13999.0,10,15,2231,3865.26,257.684,102,1.6635071090047393,0,11,1
1207,14000.0,206,2,707,633.71,316.855,15,0.3333333333333333,3,16,1
1208,14001.0,45,3,962,2043.0800000000002,681.0266666666668,34,8.631578947368421,1,9,1
1209,14002.0,134,2,877,529.73,264.865,47,0.4782608695652174,3,15,1
1210,14004.0,43,7,2668,4582.64,654.6628571428572,102,1.4411764705882353,3,12,1
1211,14005.0,9,5,2478,2874.72,574.944,53,2.4819277108433737,2,10,1
1212,14006.0,115,3,641,962.19,320.73,22,6.793103448275862,1,16,1
1213,14009.0,198,3,361,685.9300000000001,228.64333333333335,42,0.16279069767441862,2,13,1
1214,14012.0,277,1,160,328.8,328.8,11,0.0,0,12,1
1215,14013.0,110,3,462,473.02,157.67333333333332,30,5.0,6,15,1
1216,14014.0,77,1,1076,505.18,505.18,39,0.0,4,13,1
1217,14015.0,52,1,378,917.34,917.34,20,0.0,1,10,1
1218,14016.0,154,5,2123,4278.46,855.692,153,1.26875,4,10,0
1219,14019.0,46,4,1034,1398.96,349.74,37,1.373134328358209,6,15,1
1220,14020.0,16,2,441,642.8,321.4,37,1.894736842105263,2,9,1
1221,14021.0,155,3,192,631.9,210.63333333333333,22,4.809523809523809,3,13,1
1222,14022.0,225,1,487,440.0,440.0,28,0.0,3,14,1
1223,14023.0,7,2,345,584.07,292.035,30,8.1,6,15,1
1224,14024.0,121,2,150,327.7,163.85,16,0.2,6,13,1
1225,14027.0,60,1,62,104.82,104.82,6,0.0,0,9,1
1226,14029.0,63,2,198,467.66,233.83,15,5.785714285714286,4,14,1
1227,14030.0,18,8,1478,2358.84,294.855,210,1.4439834024896265,0,16,1
1228,14031.0,7,22,5371,14698.91,668.1322727272727,120,1.42578125,4,17,1
1229,14032.0,2,18,2008,2929.84,162.7688888888889,53,2.410596026490066,1,11,1
1230,14034.0,22,4,312,509.09,127.2725,82,1.5340909090909092,3,14,1
1231,14035.0,28,5,738,1413.02,282.604,40,4.203125,6,15,1
1232,14036.0,284,1,268,626.65,626.65,38,0.0,0,9,1
1233,14037.0,176,2,46,147.20000000000002,73.60000000000001,27,6.962962962962963,4,11,1
1234,14038.0,78,4,963,1554.48,388.62,64,1.4021739130434783,0,14,1
1235,14039.0,33,1,92,152.2,152.2,6,0.0,6,13,1
1236,14040.0,40,14,1515,3491.64,249.40285714285713,146,1.2489270386266094,6,12,1
1237,14041.0,266,1,94,141.41,141.41,21,0.0,4,13,1
1238,14044.0,26,4,304,646.42,161.605,165,1.3804878048780487,6,14,1
1239,14045.0,109,4,535,1659.75,414.9375,4,52.8,3,8,1
1240,14046.0,284,1,443,151.59,151.59,13,0.0,0,14,1
1241,14047.0,8,7,377,1290.01,184.28714285714287,22,11.030303030303031,3,11,1
1242,14048.0,277,2,274,375.13,187.565,84,0.3218390804597701,0,14,1
1243,14049.0,16,6,3784,5536.15,922.6916666666666,352,0.6093117408906883,2,11,1
1244,14050.0,31,2,689,746.36,373.18,49,1.4150943396226414,3,13,1
1245,14051.0,0,26,3740,15462.34,594.7053846153847,51,1.7183098591549295,1,10,1
1246,14052.0,19,1,89,225.36,225.36,56,0.0,6,12,1
1247,14053.0,124,2,215,260.25,130.125,2,11.666666666666666,6,12,1
1248,14054.0,65,1,62,92.46,92.46,6,0.0,2,15,1
1249,14055.0,106,1,216,725.6400000000001,725.6400000000001,10,0.0,3,15,1
1250,14056.0,1,29,4213,8063.3,278.0448275862069,320,0.25541516245487367,3,15,1
1251,14057.0,23,18,4705,6141.099999999999,341.1722222222222,179,1.166089965397924,1,12,1
1252,14059.0,266,1,128,183.6,183.6,8,0.0,4,10,1
1253,14060.0,4,20,5374,6135.38,306.769,86,1.8217821782178218,2,12,1
1254,14062.0,9,12,5593,10464.85,872.0708333333333,60,3.227272727272727,3,15,1
1255,14064.0,29,7,1334,1168.92,166.98857142857145,59,3.141025641025641,3,13,1
1256,14066.0,266,1,45,152.55,152.55,7,0.0,4,12,1
1257,14067.0,63,2,361,374.7,187.35,51,0.6470588235294118,4,10,1
1258,14068.0,320,1,73,265.85,265.85,22,0.0,6,16,1
1259,14071.0,3,9,861,1291.34,143.48222222222222,270,0.7933130699088146,1,12,1
1260,14073.0,21,2,128,139.54,69.77,13,0.8461538461538461,0,15,1
1261,14075.0,4,3,754,942.26,314.08666666666664,33,6.119047619047619,2,16,1
1262,14076.0,129,1,79,118.67,118.67,43,0.0,1,15,1
1263,14077.0,40,5,268,499.41999999999996,99.88399999999999,33,5.7073170731707314,3,15,1
1264,14078.0,101,6,310,1049.37,174.89499999999998,46,4.25,2,12,1
1265,14079.0,124,1,301,375.1,375.1,12,0.0,6,12,1
1266,14080.0,32,1,48,45.599999999999994,45.599999999999994,4,0.0,0,11,1
1267,14081.0,267,4,589,891.77,222.9425,126,0.6710526315789473,3,16,1
1268,14082.0,364,1,110,182.25,182.25,28,0.0,4,11,1
1269,14083.0,4,9,705,1002.9,111.43333333333334,162,2.085227272727273,0,13,1
1270,14085.0,2,19,3176,4408.54,232.0284210526316,272,0.8169642857142857,3,13,1
1271,14087.0,2,2,249,178.72,89.36,62,0.0,2,12,1
1272,14088.0,10,14,12593,50415.49,3601.1064285714283,379,0.5297113752122241,2,15,1
1273,14089.0,56,1,133,158.75,158.75,13,0.0,4,10,1
1274,14092.0,7,17,2061,4063.1,239.00588235294117,117,1.6898148148148149,2,12,1
1275,14093.0,12,1,391,433.86,433.86,95,0.0,6,16,1
1276,14096.0,4,17,16336,53258.43,3132.8488235294117,1118,0.019042010208087948,0,15,1
1277,14098.0,36,1,104,147.35,147.35,21,0.0,3,10,1
1278,14099.0,16,12,2177,3092.9700000000003,257.7475,167,1.346613545816733,2,11,1
1279,14100.0,137,1,63,191.95000000000002,191.95000000000002,24,0.0,0,11,1
1280,14101.0,73,6,6942,5976.79,996.1316666666667,15,7.4411764705882355,4,12,1
1281,14102.0,5,8,746,1060.33,132.54125,35,0.6290322580645161,2,13,1
1282,14104.0,154,2,72,216.20999999999998,108.10499999999999,21,0.55,0,12,1
1283,14105.0,85,2,798,1260.33,630.165,74,2.0533333333333332,3,17,1
1284,14107.0,51,8,1788,2688.48,336.06,61,2.5447154471544717,4,12,1
1285,14108.0,30,3,380,594.16,198.0533333333333,33,2.088235294117647,2,10,1
1286,14109.0,23,2,56,80.2,40.1,9,3.769230769230769,2,10,1
1287,14110.0,3,13,2443,5669.65,436.12692307692305,94,1.696774193548387,4,9,1
1288,14111.0,14,5,456,673.6,134.72,9,25.22222222222222,4,13,1
1289,14112.0,22,12,1608,2774.17,231.18083333333334,117,1.4709302325581395,6,12,1
1290,14113.0,3,8,635,1377.92,172.24,26,9.0,3,10,1
1291,14114.0,273,2,101,386.53,193.265,15,4.071428571428571,3,11,1
1292,14116.0,19,5,707,1382.74,276.548,61,1.4366197183098592,3,13,1
1293,14117.0,143,1,72,90.0,90.0,3,0.0,1,9,1
1294,14121.0,3,6,2078,2740.3,456.7166666666667,148,0.35,1,10,1
1295,14124.0,84,1,1618,419.58000000000004,419.58000000000004,4,0.0,4,13,1
1296,14125.0,10,3,1628,2720.63,906.8766666666667,159,0.4121212121212121,3,15,1
1297,14126.0,7,4,457,628.6300000000001,157.15750000000003,13,0.21428571428571427,1,12,1
1298,14127.0,122,3,321,709.71,236.57000000000002,39,4.372093023255814,2,12,1
1299,14128.0,60,2,564,637.5,318.75,40,4.333333333333333,0,12,1
1300,14129.0,1,5,592,1123.8600000000001,224.77200000000002,31,5.078431372549019,3,9,1
1301,14130.0,319,1,257,480.91,480.91,66,0.0,0,16,1
1302,14132.0,2,12,3366,3580.13,298.3441666666667,100,0.905,3,10,1
1303,14133.0,129,5,342,590.3399999999999,118.06799999999998,26,6.413793103448276,4,11,1
1304,14135.0,1,15,3850,4690.31,312.68733333333336,95,2.789473684210526,1,10,1
1305,14138.0,1,2,600,965.8800000000001,482.94000000000005,40,1.3777777777777778,4,9,1
1306,14139.0,46,1,510,415.82,415.82,26,0.0,0,13,1
1307,14140.0,3,3,809,920.05,306.68333333333334,60,0.42424242424242425,1,11,1
1308,14141.0,2,6,337,879.0300000000001,146.50500000000002,28,2.2888888888888888,4,14,1
1309,14142.0,373,1,313,311.81,311.81,22,0.0,2,16,1
1310,14143.0,133,1,30,115.8,115.8,7,0.0,4,9,1
1311,14145.0,46,5,636,3148.2,629.64,6,15.545454545454545,0,12,1
1312,14146.0,8,6,1886,2949.57,491.595,183,1.430327868852459,3,15,1
1313,14147.0,49,3,96,468.4,156.13333333333333,4,47.2,3,18,1
1314,14148.0,233,1,16,157.2,157.2,3,0.0,2,12,1
1315,14149.0,212,3,129,259.43,86.47666666666667,28,0.20512820512820512,1,9,1
1316,14150.0,35,2,496,658.64,329.32,23,12.96,4,10,1
1317,14152.0,75,3,699,611.09,203.6966666666667,47,3.2448979591836733,1,15,1
1318,14154.0,239,2,465,1345.62,672.81,52,0.0,3,16,1
1319,14155.0,266,1,25,118.75,118.75,6,0.0,4,14,1
1320,14156.0,9,64,56896,113685.77,1776.34015625,714,0.2592857142857143,1,14,0
1321,14157.0,19,3,260,392.44,130.81333333333333,45,5.782608695652174,6,13,1
1322,14158.0,40,1,781,507.66,507.66,41,0.0,6,15,1
1323,14159.0,19,14,4332,4613.2699999999995,329.5192857142857,500,0.2904318374259102,6,12,1
1324,14161.0,215,3,450,1097.6200000000001,365.8733333333334,87,1.4951456310679612,6,11,1
1325,14162.0,173,2,142,289.36,144.68,25,4.958333333333333,6,12,1
1326,14163.0,87,4,893,2445.91,611.4775,36,2.980392156862745,1,15,1
1327,14164.0,70,2,1033,1631.77,815.885,28,0.35714285714285715,1,12,1
1328,14165.0,275,1,53,120.44,120.44,23,0.0,2,12,1
1329,14167.0,39,4,147,562.59,140.6475,27,5.959183673469388,0,15,1
1330,14171.0,98,1,167,363.79,363.79,57,0.0,4,16,1
1331,14173.0,10,4,150,450.84,112.71,28,7.464285714285714,1,13,1
1332,14174.0,33,1,94,134.46,134.46,26,0.0,6,13,1
1333,14175.0,51,7,1461,3108.06,444.00857142857143,139,1.705521472392638,1,11,1
1334,14176.0,297,5,207,574.0,114.8,28,2.2580645161290325,1,12,1
1335,14177.0,84,5,203,544.51,108.902,37,2.317073170731707,0,11,1
1336,14178.0,8,7,1492,1580.26,225.75142857142856,190,0.5523809523809524,4,12,1
1337,14179.0,40,2,319,701.57,350.785,135,0.07692307692307693,1,14,1
1338,14180.0,10,31,710,4640.77,149.70225806451614,112,1.465587044534413,2,13,1
1339,14184.0,66,1,127,452.89,452.89,24,0.0,1,12,1
1340,14185.0,331,1,6,197.65,197.65,3,0.0,2,13,1
1341,14188.0,8,10,1145,2018.91,201.89100000000002,34,4.314285714285714,2,13,1
1342,14189.0,2,24,3919,4604.31,191.84625000000003,176,1.326086956521739,3,16,1
1343,14191.0,1,14,3657,4660.01,332.85785714285714,146,0.8358778625954199,1,14,1
1344,14193.0,67,2,445,853.39,426.695,35,4.926829268292683,1,11,1
1345,14194.0,4,32,5783,11216.75,350.5234375,269,0.5041459369817579,4,14,1
1346,14195.0,201,3,702,962.7,320.90000000000003,7,7.285714285714286,4,16,1
1347,14196.0,106,1,142,335.52,335.52,6,0.0,3,10,1
1348,14198.0,4,7,280,663.5,94.78571428571429,35,5.465116279069767,0,16,1
1349,14199.0,218,1,28,185.39999999999998,185.39999999999998,2,0.0,3,13,1
1350,14201.0,60,9,578,688.04,76.44888888888889,32,7.868421052631579,1,13,1
1351,14204.0,2,1,72,150.61,150.61,36,0.0,2,13,1
1352,14205.0,16,3,100,228.5,76.16666666666667,34,9.432432432432432,3,13,1
1353,14206.0,239,2,274,308.26,154.13,21,6.05,3,16,1
1354,14208.0,94,1,114,151.74,151.74,10,0.0,1,12,1
1355,14209.0,10,7,688,2067.13,295.30428571428575,55,3.7011494252873565,1,10,1
1356,14210.0,91,7,759,1900.89,271.5557142857143,66,2.7450980392156863,1,12,1
1357,14211.0,53,13,1232,2208.3,169.8692307692308,87,2.0683760683760686,0,10,1
1358,14212.0,89,1,1152,1070.48,1070.48,9,0.0,6,12,1
1359,14213.0,371,1,-244,-1192.2,-1192.2,5,0.0,4,9,1
1360,14214.0,30,7,748,1000.23,142.89000000000001,64,3.579710144927536,0,12,1
1361,14215.0,11,7,1354,1777.92,253.98857142857145,98,3.3055555555555554,0,14,1
1362,14216.0,3,4,593,1824.3,456.075,46,0.5964912280701754,2,10,1
1363,14217.0,1,24,677,1925.3600000000001,80.22333333333334,78,3.443396226415094,3,12,1
1364,14218.0,42,1,160,169.48000000000002,169.48000000000002,12,0.0,4,10,1
1365,14219.0,4,1,78,89.94,89.94,7,0.0,0,16,1
1366,14220.0,247,2,272,632.4,316.2,21,5.55,3,18,1
1367,14221.0,42,10,2190,3427.85,342.78499999999997,123,1.538860103626943,1,17,1
1368,14222.0,177,1,607,683.17,683.17,41,0.0,2,16,1
1369,14223.0,92,4,583,975.23,243.8075,50,2.8666666666666667,3,11,1
1370,14224.0,110,4,483,1009.73,252.4325,105,1.875,6,13,1
1371,14226.0,28,7,1289,2184.2400000000002,312.0342857142858,64,3.3943661971830985,4,15,1
1372,14227.0,26,15,1811,3315.71,221.04733333333334,117,1.4175824175824177,4,14,1
1373,14229.0,51,5,590,1450.6,290.12,29,6.714285714285714,0,12,1
1374,14231.0,179,5,402,822.0600000000001,164.412,47,2.056603773584906,3,11,1
1375,14232.0,31,8,1937,2043.93,255.49125,81,1.9914529914529915,6,12,1
1376,14233.0,43,5,671,1447.51,289.502,30,7.828571428571428,2,15,1
1377,14234.0,22,4,951,754.12,188.53,122,0.23972602739726026,3,13,1
1378,14235.0,10,6,1947,3093.86,515.6433333333333,65,3.1645569620253164,3,13,1
1379,14236.0,80,2,310,490.86,245.43,15,20.857142857142858,1,9,1
1380,14237.0,373,1,38,161.0,161.0,9,0.0,2,13,1
1381,14238.0,326,1,111,146.85,146.85,8,0.0,0,14,1
1382,14239.0,43,13,986,2323.5,178.73076923076923,83,2.373913043478261,3,14,1
1383,14240.0,30,2,418,890.34,445.17,37,4.7560975609756095,2,13,1
1384,14241.0,183,1,146,213.70000000000002,213.70000000000002,10,0.0,3,11,1
1385,14242.0,234,2,123,280.55,140.275,13,6.066666666666666,1,8,1
1386,14243.0,8,14,1204,2535.88,181.1342857142857,99,2.4285714285714284,3,13,1
1387,14245.0,176,5,971,1677.48,335.496,107,0.7837837837837838,0,10,1
1388,14246.0,110,3,804,1474.06,491.3533333333333,57,1.8243243243243243,0,11,1
1389,14247.0,278,1,47,136.76999999999998,136.76999999999998,19,0.0,6,15,1
1390,14248.0,318,1,102,302.58,302.58,8,0.0,1,14,1
1391,14250.0,7,3,1200,1904.05,634.6833333333333,94,0.7454545454545455,6,13,1
1392,14251.0,1,5,1674,2879.7000000000003,575.94,37,0.7272727272727273,3,12,1
1393,14256.0,254,3,410,935.0600000000001,311.68666666666667,51,2.0754716981132075,4,11,1
1394,14257.0,51,6,1677,3087.27,514.545,89,2.518867924528302,1,10,1
1395,14258.0,9,10,7098,12650.08,1265.008,58,2.954954954954955,3,10,1
1396,14259.0,141,1,68,120.0,120.0,5,0.0,3,10,1
1397,14261.0,50,2,406,1163.45,581.725,52,0.5490196078431373,3,10,1
1398,14262.0,8,8,1645,2618.23,327.27875,87,1.6338028169014085,3,12,1
1399,14264.0,154,3,66,319.47,106.49000000000001,17,12.11111111111111,4,10,1
1400,14265.0,109,2,330,530.18,265.09,31,1.3,0,13,0
1401,14267.0,150,7,461,1279.09,182.72714285714284,25,1.6923076923076923,3,10,1
1402,14270.0,331,1,197,492.65000000000003,492.65000000000003,29,0.0,2,9,1
1403,14271.0,225,1,88,112.32,112.32,10,0.0,3,12,1
1404,14272.0,73,2,599,437.96,218.98,33,5.65625,1,10,1
1405,14273.0,51,4,264,559.97,139.9925,22,6.821428571428571,1,13,1
1406,14276.0,88,5,723,1019.39,203.878,52,2.7162162162162162,6,9,1
1407,14277.0,15,4,1614,3892.8,973.2,194,0.8834080717488789,3,15,0
1408,14280.0,196,1,52,134.04,134.04,8,0.0,4,10,1
1409,14282.0,3,15,2656,3701.44,246.76266666666666,70,2.3790849673202614,3,12,1
1410,14284.0,30,3,157,578.45,192.8166666666667,24,1.696969696969697,2,8,1
1411,14285.0,21,4,541,1910.01,477.5025,18,5.961538461538462,6,11,1
1412,14286.0,23,5,4306,4595.81,919.162,220,0.7711267605633803,0,8,1
1413,14287.0,8,4,237,156.23000000000002,39.057500000000005,9,21.11111111111111,3,11,1
1414,14288.0,212,2,187,413.85,206.925,16,0.0625,1,13,1
1415,14289.0,8,6,292,911.26,151.87666666666667,33,6.108695652173913,2,12,1
1416,14290.0,11,6,913,2307.4500000000003,384.57500000000005,90,3.4313725490196076,0,14,1
1417,14291.0,1,12,2748,3873.3,322.77500000000003,145,1.1561181434599157,3,10,1
1418,14292.0,7,14,1643,4819.33,344.23785714285714,67,2.9813084112149535,0,12,1
1419,14293.0,3,4,709,1046.56,261.64,51,6.083333333333333,0,15,1
1420,14295.0,40,2,83,157.70000000000002,78.85000000000001,6,58.4,6,15,1
1421,14297.0,17,5,862,1290.48,258.096,48,4.145161290322581,1,9,1
1422,14298.0,3,45,58021,50862.44,1130.2764444444445,884,0.2178157413056742,3,12,1
1423,14299.0,8,18,2013,2855.35,158.63055555555556,94,2.2236024844720497,2,11,1
1424,14300.0,18,1,32,43.2,43.2,3,0.0,0,8,1
1425,14301.0,107,2,600,632.04,316.02,13,0.6666666666666666,6,15,1
1426,14304.0,222,2,54,197.1,98.55,25,3.0384615384615383,6,11,1
1427,14305.0,71,5,1068,1788.76,357.752,95,0.5925925925925926,2,14,1
1428,14306.0,51,3,1073,2083.42,694.4733333333334,33,1.0,3,10,1
1429,14307.0,88,6,2058,2995.72,499.28666666666663,150,1.5921787709497206,2,9,1
